dt,statusN,statusS,temperatureC,dewpointC,windspeedKMH,pressureMB,pressureTendencyMB,cloudCoverOKTA,lowCloudCoverOKTA,HKm,visibilityKM,precipMM
2015-01-05 07:00:00,0.20092287106811207,0.9586940140817364,0.45217391304347787,0.5789473684210529,0.2592592592592593,0.5914179180705545,0.32051282057692304,0.8571428571428572,0.6000000000600001,1.0,0.7777777777777777,0.0
2015-01-05 07:15:00,0.1508245681452794,0.9578680867188717,0.4463768121739129,0.5855263157894739,0.24074074074074076,0.589552209150142,0.3621794871153846,0.8571428571428572,0.6000000000600001,1.0,0.7777777777777777,0.0
2015-01-05 07:30:00,0.10901784580021057,0.9550549753316477,0.4405797104347826,0.5921052631578947,0.22222222222222224,0.587686556199877,0.40384615384615385,0.8571428571428572,0.6000000000600001,1.0,0.7777777777777777,0.0
2015-01-05 07:45:00,0.08308048461655626,0.949258018092626,0.4347826086956519,0.5986842105263157,0.2037037037037037,0.585820903249612,0.4455128205769231,0.8571428571428572,0.6000000000600001,1.0,0.7777777777777777,0.0
2015-01-05 08:00:00,0.06982220708778628,0.9394805531743667,0.4289855078260869,0.605263157894737,0.1851851851851852,0.5839551943291852,0.4871794871153846,0.8571428571428572,0.6000000000600001,1.0,0.7777777777777777,0.0
2015-01-05 08:15:00,0.06406802251189192,0.9248686267282096,0.4231884060869566,0.6118421052631582,0.16666666666666669,0.5820895413789202,0.5288461538461539,0.8571428571428572,0.6000000000600001,1.0,0.7777777777777777,0.0
2015-01-05 08:30:00,0.06347214549513311,0.9051391168206115,0.4173913043478259,0.618421052631579,0.14814814814814814,0.5802238884286552,0.5705128205769231,0.8571428571428572,0.6000000000600001,1.0,0.7777777777777777,0.0
2015-01-05 08:45:00,0.06639609197083686,0.8801516094968087,0.4115942034782609,0.6250000000000002,0.12962962962962965,0.5783581795082355,0.6121794871153847,0.8571428571428572,0.6000000000600001,1.0,0.7777777777777777,0.0
2015-01-05 09:00:00,0.07120137787233016,0.8497656908020363,0.4057971017391302,0.631578947368421,0.11111111111111112,0.5764925265579706,0.653846153846154,0.8571428571428572,0.6000000000600001,1.0,0.7777777777777777,0.0
2015-01-05 09:15:00,0.07648574389521828,0.814034082758993,0.3992753626086958,0.6250000000000002,0.12037037037037038,0.5839551943291852,0.6778846153846154,0.8452380952857144,0.5750000001575001,1.0,0.7777777777777777,0.0
2015-01-05 09:30:00,0.08179182978421962,0.7737820513002234,0.3927536234782605,0.618421052631579,0.12962962962962965,0.5914179180705545,0.701923076923077,0.8333333332857142,0.5499999999550002,1.0,0.7777777777777777,0.0
2015-01-05 09:45:00,0.08689850004633075,0.7300279983357355,0.38623188434782607,0.6118421052631582,0.1388888888888889,0.5988805858417763,0.7259615384615385,0.8214285714285714,0.5250000000525001,1.0,0.7777777777777777,0.0
2015-01-05 10:00:00,0.0915846191885483,0.68386744559125,0.3797101452173912,0.605263157894737,0.14814814814814814,0.6063432536129909,0.7500000000000001,0.8095238095714286,0.50000000015,1.0,0.7777777777777777,0.0
2015-01-05 16:00:00,0.1944393092306394,0.37286298705154125,0.20289855130434775,0.5204678359649124,0.07407407407407407,0.6641791107429214,0.6217948717307693,0.6666666667142858,0.20000000012000008,1.0,0.5555555555555556,0.0
2015-01-05 16:15:00,0.2313608620107777,0.3713907871674283,0.1978260869565216,0.5190058482456141,0.06481481481481483,0.6623134018225016,0.6137820513461539,0.6547619047142856,0.17499999991749998,1.0,0.5555555555555556,0.0
